Time	Child_Y	Joint_Y	Root2_Y	Root_Y	
0.029	2.995804	3.095804	0	0.9958038	
0.0295	2.995659	3.095659	0	0.9956591	
0.03	2.995512	3.095512	0	0.9955119	
0.0305	2.995362	3.095362	0	0.9953623	
0.031	2.99521	3.09521	0	0.9952103	
0.0315	2.995056	3.095056	0	0.9950558	
0.032	2.994899	3.094899	0	0.9948988	
0.0325	2.994739	3.094739	0	0.9947394	
0.033	2.994578	3.094578	0	0.9945775	
0.0335	2.994413	3.094413	0	0.9944132	
0.034	2.994246	3.094247	0	0.9942464	
0.0345	2.994077	3.094077	0	0.9940772	
0.035	2.993906	3.093905	0	0.9939055	
0.0355	2.993731	3.093732	0	0.9937314	
0.036	2.993555	3.093555	0	0.9935548	
0.0365	2.993376	3.093376	0	0.9933758	
0.037	2.993194	3.093194	0	0.9931943	
0.0375	2.99301	3.09301	0	0.9930103	
0.038	2.992824	3.092824	0	0.992824	
0.0385	2.992635	3.092635	0	0.9926352	
0.039	2.992444	3.092444	0	0.9924439	
0.0395	2.99225	3.09225	0	0.9922501	
0.04	2.992054	3.092054	0	0.9920539	
0.0405	2.991855	3.091855	0	0.9918553	
0.041	2.991654	3.091654	0	0.9916541	
0.0415	2.991451	3.09145	0	0.9914506	
0.042	2.991245	3.091244	0	0.9912446	
0.0425	2.991036	3.091036	0	0.9910361	
0.043	2.990825	3.090825	0	0.9908252	
0.0435	2.990612	3.090612	0	0.9906119	
0.044	2.990396	3.090396	0	0.990396	
0.0445	2.990178	3.090178	0	0.9901778	
0.045	2.989957	3.089957	0	0.989957	
0.0455	2.989734	3.089734	0	0.9897338	
0.046	2.989508	3.089508	0	0.9895083	
0.0465	2.98928	3.08928	0	0.9892802	
0.047	2.98905	3.08905	0	0.9890496	
0.0475	2.988817	3.088817	0	0.9888167	
0.048	2.988581	3.088581	0	0.9885812	
0.0485	2.988343	3.088343	0	0.9883432	
0.049	2.988103	3.088103	0	0.9881029	
0.0495	2.98786	3.08786	0	0.9878601	
0.05	2.987615	3.087615	0	0.9876149	
0.0505	2.987367	3.087367	0	0.9873672	
0.051	2.987117	3.087117	0	0.987117	
0.0515	2.986865	3.086864	0	0.9868644	
0.052	2.986609	3.086609	0	0.9866094	
0.0525	2.986352	3.086352	0	0.9863519	
0.053	2.986092	3.086092	0	0.9860919	
0.0535	2.98583	3.085829	0	0.9858295	
0.054	2.985565	3.085565	0	0.9855646	
0.0545	2.985297	3.085297	0	0.9852973	
0.055	2.985028	3.085027	0	0.9850275	
0.0555	2.984755	3.084755	0	0.9847552	
0.056	2.984481	3.084481	0	0.9844806	
0.0565	2.984204	3.084203	0	0.9842035	
0.057	2.983924	3.083924	0	0.9839239	
0.0575	2.983642	3.083642	0	0.9836418	
0.058	2.983357	3.083357	0	0.9833574	
0.0585	2.98307	3.083071	0	0.9830704	
0.059	2.982781	3.082781	0	0.9827811	
0.0595	2.982489	3.082489	0	0.9824891	
0.06	2.982195	3.082195	0	0.9821948	
0.0605	2.981898	3.081898	0	0.9818981	
0.061	2.981599	3.081599	0	0.9815989	
0.0615	2.981297	3.081297	0	0.9812972	
0.062	2.980993	3.080993	0	0.9809931	
0.0625	2.980687	3.080687	0	0.9806866	
0.063	2.980378	3.080378	0	0.9803776	
0.0635	2.980066	3.080066	0	0.9800661	
0.064	2.979752	3.079752	0	0.9797522	
0.0645	2.979436	3.079436	0	0.9794359	
0.06500001	2.979117	3.079117	0	0.9791169	
0.06550001	2.978796	3.078796	0	0.9787957	
0.066	2.978472	3.078472	0	0.9784719	
0.0665	2.978146	3.078146	0	0.9781458	
0.067	2.977817	3.077817	0	0.9778172	
0.0675	2.977486	3.077486	0	0.9774861	
0.068	2.977153	3.077152	0	0.9771525	
0.0685	2.976817	3.076817	0	0.9768166	
0.06900001	2.976478	3.076478	0	0.9764781	
0.06950001	2.976137	3.076137	0	0.9761372	
0.07	2.975794	3.075794	0	0.9757938	
0.0705	2.975448	3.075448	0	0.9754481	
0.071	2.9751	3.0751	0	0.9750997	
0.0715	2.974749	3.074749	0	0.9747491	
0.072	2.974396	3.074396	0	0.9743959	
0.07250001	2.97404	3.07404	0	0.9740403	
0.07300001	2.973682	3.073682	0	0.9736822	
0.0735	2.973322	3.073322	0	0.9733217	
0.074	2.972959	3.072959	0	0.9729587	
0.0745	2.972593	3.072593	0	0.9725933	
0.075	2.972225	3.072225	0	0.9722255	
0.0755	2.971855	3.071855	0	0.9718551	
0.07600001	2.971482	3.071482	0	0.9714824	
0.07650001	2.971107	3.071107	0	0.9711071	
0.07700001	2.97073	3.070729	0	0.9707295	
0.0775	2.970349	3.070349	0	0.9703493	
0.078	2.969967	3.069967	0	0.9699667	
0.0785	2.969582	3.069582	0	0.9695816	
0.079	2.969194	3.069194	0	0.9691941	
0.0795	2.968804	3.068804	0	0.9688042	
0.08000001	2.968412	3.068412	0	0.9684119	
0.08050001	2.968017	3.068017	0	0.9680169	
0.081	2.96762	3.06762	0	0.9676196	
0.0815	2.96722	3.06722	0	0.9672199	
0.082	2.966818	3.066818	0	0.9668177	
0.0825	2.966413	3.066413	0	0.966413	
0.083	2.966006	3.066006	0	0.9660059	
0.08350001	2.965596	3.065596	0	0.9655963	
0.08400001	2.965184	3.065184	0	0.9651843	
0.08450001	2.96477	3.06477	0	0.9647698	
0.085	2.964353	3.064353	0	0.9643529	
0.0855	2.963934	3.063934	0	0.9639336	
0.086	2.963512	3.063512	0	0.9635116	
0.0865	2.963088	3.063087	0	0.9630875	
0.087	2.962661	3.062661	0	0.9626607	
0.08750001	2.962231	3.062232	0	0.9622316	
0.08800001	2.9618	3.0618	0	0.9617998	
0.0885	2.961366	3.061366	0	0.9613658	
0.089	2.960929	3.060929	0	0.9609292	
0.0895	2.96049	3.06049	0	0.9604902	
0.09	2.960049	3.060049	0	0.9600488	
0.0905	2.959605	3.059605	0	0.9596049	
0.09100001	2.959159	3.059159	0	0.9591585	
0.09150001	2.95871	3.05871	0	0.9587097	
0.09200001	2.958258	3.058259	0	0.9582585	
0.0925	2.957805	3.057805	0	0.9578048	
0.093	2.957349	3.057349	0	0.9573485	
0.0935	2.95689	3.05689	0	0.9568899	
0.094	2.956429	3.056429	0	0.9564289	
0.09450001	2.955966	3.055965	0	0.9559653	
0.09500001	2.955499	3.0555	0	0.9554994	
0.09550001	2.955031	3.055031	0	0.9550309	
0.096	2.95456	3.05456	0	0.9545601	
0.0965	2.954087	3.054087	0	0.9540868	
0.097	2.953611	3.053611	0	0.953611	
0.0975	2.953133	3.053133	0	0.9531327	
0.098	2.952652	3.052652	0	0.9526521	
0.09850001	2.952169	3.052169	0	0.9521689	
0.09900001	2.951683	3.051683	0	0.9516833	
0.09950001	2.951195	3.051195	0	0.9511952	
0.1	2.950705	3.050705	0	0.9507048	
0.1005	2.950212	3.050212	0	0.9502118	
0.101	2.949716	3.049716	0	0.9497164	
0.1015	2.949219	3.049219	0	0.9492186	
0.102	2.948718	3.048718	0	0.9487182	
0.1025	2.948215	3.048216	0	0.9482155	
0.103	2.94771	3.04771	0	0.9477102	
0.1035	2.947202	3.047203	0	0.9472026	
0.104	2.946692	3.046693	0	0.9466925	
0.1045	2.94618	3.04618	0	0.9461799	
0.105	2.945665	3.045665	0	0.9456649	
0.1055	2.945147	3.045147	0	0.9451475	
0.106	2.944628	3.044627	0	0.9446275	
0.1065	2.944105	3.044105	0	0.9441051	
0.107	2.94358	3.04358	0	0.9435803	
0.1075	2.943053	3.043053	0	0.9430529	
0.108	2.942523	3.042523	0	0.9425232	
0.1085	2.941991	3.041991	0	0.941991	
0.109	2.941457	3.041456	0	0.9414563	
0.1095	2.940919	3.040919	0	0.9409193	
0.11	2.94038	3.04038	0	0.9403797	
0.1105	2.939838	3.039838	0	0.9398378	
0.111	2.939293	3.039293	0	0.9392933	
0.1115	2.938746	3.038746	0	0.9387464	
0.112	2.938197	3.038197	0	0.938197	
0.1125	2.937645	3.037645	0	0.9376451	
0.113	2.937091	3.037091	0	0.9370909	
0.1135	2.936534	3.036534	0	0.9365342	
0.114	2.935975	3.035975	0	0.935975	
0.1145	2.935413	3.035414	0	0.9354134	
0.115	2.93485	3.034849	0	0.9348494	
0.1155	2.934283	3.034283	0	0.9342828	
0.116	2.933714	3.033714	0	0.9337139	
0.1165	2.933142	3.033143	0	0.9331424	
0.117	2.932569	3.032569	0	0.9325685	
0.1175	2.931992	3.031992	0	0.9319922	
0.118	2.931413	3.031414	0	0.9314134	
0.1185	2.930832	3.030832	0	0.9308321	
0.119	2.930248	3.030248	0	0.9302484	
0.1195	2.929662	3.029662	0	0.9296623	
0.12	2.929074	3.029074	0	0.9290738	
0.1205	2.928483	3.028483	0	0.9284827	
0.121	2.927889	3.027889	0	0.9278892	
0.1215	2.927293	3.027293	0	0.9272932	
0.122	2.926695	3.026695	0	0.9266948	
0.1225	2.926094	3.026094	0	0.9260939	
0.123	2.925491	3.025491	0	0.9254906	
0.1235	2.924885	3.024885	0	0.9248848	
0.124	2.924277	3.024276	0	0.9242766	
0.1245	2.923666	3.023666	0	0.9236659	
0.125	2.923053	3.023053	0	0.9230528	
0.1255	2.922437	3.022437	0	0.9224372	
0.126	2.921819	3.021819	0	0.9218192	
0.1265	2.921199	3.021199	0	0.9211988	
0.127	2.920576	3.020576	0	0.9205758	
0.1275	2.91995	3.01995	0	0.9199504	
0.128	2.919323	3.019323	0	0.9193226	
0.1285	2.918692	3.018692	0	0.9186922	
0.129	2.91806	3.018059	0	0.9180595	
0.1295	2.917424	3.017424	0	0.9174243	
0.13	2.916787	3.016787	0	0.9167867	
0.1305	2.916147	3.016146	0	0.9161466	
0.131	2.915504	3.015504	0	0.915504	
0.1315	2.914859	3.014859	0	0.914859	
0.132	2.914212	3.014211	0	0.9142116	
0.1325	2.913562	3.013562	0	0.9135616	
0.133	2.912909	3.012909	0	0.9129092	
0.1335	2.912255	3.012254	0	0.9122545	
0.134	2.911597	3.011597	0	0.9115972	
0.1345	2.910938	3.010937	0	0.9109374	
0.135	2.910275	3.010275	0	0.9102753	
0.1355	2.909611	3.009611	0	0.9096107	
0.136	2.908944	3.008944	0	0.9089436	
0.1365	2.908274	3.008274	0	0.9082741	
0.137	2.907602	3.007602	0	0.907602	
0.1375	2.906928	3.006928	0	0.9069276	
0.138	2.906251	3.006251	0	0.9062508	
0.1385	2.905571	3.005571	0	0.9055714	
0.139	2.90489	3.004889	0	0.9048896	
0.1395	2.904205	3.004205	0	0.9042053	
0.14	2.903519	3.003519	0	0.9035187	
0.1405	2.90283	3.00283	0	0.9028295	
0.141	2.902138	3.002138	0	0.9021379	
0.1415	2.901444	3.001444	0	0.9014439	
0.142	2.900747	3.000747	0	0.9007473	
0.1425	2.900048	3.000048	0	0.9000484	
0.143	2.899347	2.999347	0	0.8993469	
0.1435	2.898643	2.998643	0	0.898643	
0.144	2.897937	2.997937	0	0.8979368	
0.1445	2.897228	2.997228	0	0.8972279	
0.145	2.896517	2.996517	0	0.8965167	
0.1455	2.895803	2.995803	0	0.8958031	
0.146	2.895087	2.995087	0	0.8950869	
0.1465	2.894368	2.994368	0	0.8943684	
0.147	2.893647	2.993647	0	0.8936473	
0.1475	2.892924	2.992924	0	0.8929238	
0.148	2.892198	2.992198	0	0.8921979	
0.1485	2.89147	2.99147	0	0.8914695	
0.149	2.890739	2.990739	0	0.8907387	
0.1495	2.890005	2.990005	0	0.8900054	
0.15	2.88927	2.98927	0	0.8892696	
0.1505	2.888531	2.988532	0	0.8885314	
0.151	2.887791	2.987791	0	0.8877908	
0.1515	2.887048	2.987048	0	0.8870477	
0.152	2.886302	2.986302	0	0.8863021	
0.1525	2.885554	2.985554	0	0.885554	
0.153	2.884804	2.984804	0	0.8848036	
0.1535	2.884051	2.984051	0	0.8840507	
0.154	2.883295	2.983295	0	0.8832954	
0.1545	2.882538	2.982538	0	0.8825375	
0.155	2.881777	2.981777	0	0.8817772	
0.1555	2.881015	2.981014	0	0.8810145	
0.156	2.88025	2.980249	0	0.8802493	
0.1565	2.879482	2.979482	0	0.8794817	
0.157	2.878711	2.978712	0	0.8787116	
0.1575	2.877939	2.977939	0	0.877939	
0.158	2.877164	2.977164	0	0.8771641	
0.1585	2.876387	2.976387	0	0.8763866	
0.159	2.875607	2.975607	0	0.8756067	
0.1595	2.874824	2.974824	0	0.8748243	
0.16	2.87404	2.97404	0	0.8740396	
0.1605	2.873252	2.973252	0	0.8732523	
0.161	2.872463	2.972463	0	0.8724627	
0.1615	2.87167	2.971671	0	0.8716704	
0.162	2.870876	2.970876	0	0.8708758	
0.1625	2.870079	2.970079	0	0.8700787	
0.163	2.869279	2.969279	0	0.8692793	
0.1635	2.868477	2.968477	0	0.8684773	
0.164	2.867673	2.967673	0	0.8676729	
0.1645	2.866866	2.966866	0	0.8668661	
0.165	2.866057	2.966057	0	0.8660567	
0.1655	2.865245	2.965245	0	0.865245	
0.166	2.864431	2.964431	0	0.8644307	
0.1665	2.863614	2.963614	0	0.863614	
0.167	2.862795	2.962795	0	0.8627949	
0.1675	2.861973	2.961973	0	0.8619733	
0.168	2.861149	2.961149	0	0.8611493	
0.1685	2.860323	2.960323	0	0.8603228	
0.169	2.859494	2.959494	0	0.8594939	
0.1695	2.858662	2.958663	0	0.8586624	
0.17	2.857829	2.957829	0	0.8578286	
0.1705	2.856992	2.956992	0	0.8569922	
0.171	2.856153	2.956154	0	0.8561535	
0.1715	2.855312	2.955312	0	0.8553123	
0.172	2.854469	2.954468	0	0.8544686	
0.1725	2.853622	2.953623	0	0.8536226	
0.173	2.852774	2.952774	0	0.852774	
0.1735	2.851923	2.951923	0	0.8519229	
0.174	2.851069	2.95107	0	0.8510695	
0.1745	2.850214	2.950214	0	0.8502135	
0.175	2.849355	2.949355	0	0.8493552	
0.1755	2.848494	2.948494	0	0.8484944	
0.176	2.847631	2.947631	0	0.8476311	
0.1765	2.846765	2.946765	0	0.8467653	
0.177	2.845897	2.945897	0	0.8458971	
0.1775	2.845027	2.945027	0	0.8450265	
0.178	2.844153	2.944154	0	0.8441534	
0.1785	2.843278	2.943278	0	0.8432779	
0.179	2.8424	2.9424	0	0.8423999	
0.1795	2.841519	2.941519	0	0.8415195	
0.18	2.840636	2.940636	0	0.8406366	
0.1805	2.839751	2.939751	0	0.8397512	
0.181	2.838863	2.938864	0	0.8388634	
0.1815	2.837973	2.937973	0	0.8379731	
0.182	2.83708	2.93708	0	0.8370804	
0.1825	2.836185	2.936185	0	0.8361853	
0.183	2.835288	2.935288	0	0.8352877	
0.1835	2.834388	2.934388	0	0.8343876	
0.184	2.833485	2.933485	0	0.8334851	
0.1845	2.83258	2.93258	0	0.8325801	
0.185	2.831673	2.931673	0	0.8316727	
0.1855	2.830763	2.930763	0	0.8307628	
0.186	2.82985	2.92985	0	0.8298504	
0.1865	2.828936	2.928936	0	0.8289356	
0.187	2.828018	2.928018	0	0.8280184	
0.1875	2.827099	2.927099	0	0.8270988	
0.188	2.826177	2.926177	0	0.8261766	
0.1885	2.825252	2.925252	0	0.825252	
0.189	2.824325	2.924325	0	0.824325	
0.1895	2.823395	2.923396	0	0.8233954	
0.19	2.822464	2.922463	0	0.8224635	
0.1905	2.821529	2.921529	0	0.8215291	
0.191	2.820592	2.920592	0	0.8205922	
0.1915	2.819653	2.919653	0	0.819653	
0.192	2.818711	2.918711	0	0.8187112	
0.1925	2.817767	2.917767	0	0.817767	
0.193	2.81682	2.91682	0	0.8168203	
0.1935	2.815871	2.915871	0	0.8158712	
0.194	2.81492	2.91492	0	0.8149196	
0.1945	2.813966	2.913966	0	0.8139656	
0.195	2.813009	2.913009	0	0.8130091	
0.1955	2.81205	2.91205	0	0.8120502	
0.196	2.811089	2.911089	0	0.8110887	
0.1965	2.810125	2.910125	0	0.810125	
0.197	2.809159	2.909159	0	0.8091587	
0.1975	2.80819	2.90819	0	0.80819	
0.198	2.807219	2.907219	0	0.8072187	
0.1985	2.806245	2.906245	0	0.8062451	
0.199	2.805269	2.905269	0	0.8052691	
0.1995	2.804291	2.90429	0	0.8042905	
0.2	2.803309	2.90331	0	0.8033094	
0.2005	2.802326	2.902326	0	0.802326	
0.201	2.80134	2.90134	0	0.8013401	
0.2015	2.800352	2.900352	0	0.8003517	
0.202	2.799361	2.899361	0	0.7993609	
0.2025	2.798368	2.898368	0	0.7983677	
0.203	2.797372	2.897372	0	0.797372	
0.2035	2.796374	2.896374	0	0.7963738	
0.204	2.795373	2.895373	0	0.7953732	
0.2045	2.79437	2.89437	0	0.7943701	
0.205	2.793365	2.893365	0	0.7933646	
0.2055	2.792357	2.892357	0	0.7923566	
0.206	2.791346	2.891346	0	0.7913462	
0.2065	2.790334	2.890333	0	0.7903333	
0.207	2.789318	2.889318	0	0.789318	
0.2075	2.7883	2.8883	0	0.7883002	
0.208	2.78728	2.88728	0	0.78728	
0.2085	2.786257	2.886257	0	0.7862572	
0.209	2.785232	2.885232	0	0.7852321	
0.2095	2.784204	2.884205	0	0.7842045	
0.21	2.783175	2.883175	0	0.7831745	
0.2105	2.782142	2.882142	0	0.7821419	
0.211	2.781107	2.881107	0	0.781107	
0.2115	2.78007	2.880069	0	0.7800696	
0.212	2.77903	2.87903	0	0.7790297	
0.2125	2.777987	2.877988	0	0.7779874	
0.213	2.776943	2.876943	0	0.7769427	
0.2135	2.775896	2.875896	0	0.7758954	
0.214	2.774846	2.874846	0	0.7748458	
0.2145	2.773794	2.873794	0	0.7737936	
0.215	2.772739	2.872739	0	0.7727391	
0.2155	2.771682	2.871682	0	0.771682	
0.216	2.770623	2.870623	0	0.7706226	
0.2165	2.769561	2.869561	0	0.7695606	
0.217	2.768496	2.868496	0	0.7684962	
0.2175	2.767429	2.867429	0	0.7674294	
0.218	2.76636	2.86636	0	0.7663601	
0.2185	2.765288	2.865288	0	0.7652884	
0.219	2.764214	2.864214	0	0.7642142	
0.2195	2.763138	2.863137	0	0.7631375	
0.22	2.762058	2.862058	0	0.7620584	
0.2205	2.760977	2.860977	0	0.7609769	
0.221	2.759893	2.859893	0	0.7598929	
0.2215	2.758806	2.858806	0	0.7588064	
0.222	2.757718	2.857718	0	0.7577175	
0.2225	2.756626	2.856626	0	0.7566261	
0.223	2.755532	2.855532	0	0.7555323	
0.2235	2.754436	2.854436	0	0.7544361	
0.224	2.753337	2.853337	0	0.7533373	
0.2245	2.752236	2.852236	0	0.7522361	
0.225	2.751133	2.851133	0	0.7511325	
0.2255	2.750026	2.850027	0	0.7500265	
0.226	2.748918	2.848918	0	0.7489179	
0.2265	2.747807	2.847807	0	0.747807	
0.227	2.746693	2.846694	0	0.7466936	
0.2275	2.745578	2.845578	0	0.7455776	
0.228	2.744459	2.844459	0	0.7444593	
0.2285	2.743338	2.843338	0	0.7433385	
0.229	2.742215	2.842215	0	0.7422153	
0.2295	2.74109	2.841089	0	0.7410895	
0.23	2.739961	2.839962	0	0.7399614	
0.2305	2.738831	2.838831	0	0.7388308	
0.231	2.737698	2.837698	0	0.7376978	
0.2315	2.736562	2.836562	0	0.7365622	
0.232	2.735424	2.835424	0	0.7354243	
0.2325	2.734284	2.834284	0	0.7342839	
0.233	2.733141	2.833141	0	0.733141	
0.2335	2.731996	2.831996	0	0.7319957	
0.234	2.730848	2.830848	0	0.7308479	
0.2345	2.729698	2.829698	0	0.7296976	
0.235	2.728545	2.828545	0	0.728545	
0.2355	2.72739	2.82739	0	0.7273899	
0.236	2.726232	2.826232	0	0.7262323	
0.2365	2.725072	2.825072	0	0.7250723	
0.237	2.72391	2.82391	0	0.7239098	
0.2375	2.722745	2.822745	0	0.7227449	
0.238	2.721577	2.821578	0	0.7215775	
0.2385	2.720408	2.820408	0	0.7204076	
0.239	2.719235	2.819235	0	0.7192354	
0.2395	2.71806	2.818061	0	0.7180606	
0.24	2.716883	2.816883	0	0.7168834	
0.2405	2.715704	2.815704	0	0.7157037	
0.241	2.714522	2.814522	0	0.7145216	
0.2415	2.713337	2.813337	0	0.7133371	
0.242	2.71215	2.81215	0	0.71215	
0.2425	2.710961	2.810961	0	0.7109606	
0.243	2.709769	2.809769	0	0.7097687	
0.2435	2.708574	2.808574	0	0.7085743	
0.244	2.707377	2.807378	0	0.7073775	
0.2445	2.706178	2.806178	0	0.7061782	
0.245	2.704977	2.804976	0	0.7049765	
0.2455	2.703772	2.803772	0	0.7037723	
0.246	2.702566	2.802566	0	0.7025657	
0.2465	2.701357	2.801357	0	0.7013566	
0.247	2.700145	2.800145	0	0.7001451	
0.2475	2.698931	2.798931	0	0.6989311	
0.248	2.697715	2.797715	0	0.6977146	
0.2485	2.696496	2.796496	0	0.6964957	
0.249	2.695274	2.795274	0	0.6952744	
0.2495	2.694051	2.794051	0	0.6940506	
0.25	2.692824	2.792825	0	0.6928243	
0.2505	2.691596	2.791596	0	0.6915956	
0.251	2.690365	2.790365	0	0.6903645	
0.2515	2.689131	2.789131	0	0.6891309	
0.252	2.687895	2.787895	0	0.6878948	
0.2525	2.686656	2.786656	0	0.6866563	
0.253	2.685415	2.785415	0	0.6854153	
0.2535	2.684172	2.784172	0	0.6841719	
0.254	2.682926	2.782926	0	0.6829261	
0.2545	2.681678	2.781678	0	0.6816778	
0.255	2.680427	2.780427	0	0.680427	
0.2555	2.679174	2.779174	0	0.6791737	
0.256	2.677918	2.777918	0	0.6779181	
0.2565	2.67666	2.77666	0	0.6766599	
0.257	2.6754	2.775399	0	0.6753993	
0.2575	2.674136	2.774136	0	0.6741363	
0.258	2.672871	2.772871	0	0.6728708	
0.2585	2.671603	2.771603	0	0.6716028	
0.259	2.670333	2.770333	0	0.6703324	
0.2595	2.66906	2.76906	0	0.6690596	
0.26	2.667784	2.767784	0	0.6677843	
0.2605	2.666507	2.766507	0	0.6665065	
0.261	2.665226	2.765226	0	0.6652263	
0.2615	2.663944	2.763944	0	0.6639437	
0.262	2.662658	2.762659	0	0.6626586	
0.2625	2.661371	2.761371	0	0.661371	
0.263	2.660081	2.760081	0	0.660081	
0.2635	2.658788	2.758789	0	0.6587886	
0.264	2.657494	2.757494	0	0.6574936	
0.2645	2.656196	2.756196	0	0.6561962	
0.265	2.654896	2.754896	0	0.6548964	
0.2655	2.653594	2.753594	0	0.6535941	
0.266	2.652289	2.75229	0	0.6522894	
0.2665	2.650982	2.750982	0	0.6509823	
0.267	2.649673	2.749673	0	0.6496726	
0.2675	2.64836	2.74836	0	0.6483605	
0.268	2.647046	2.747046	0	0.647046	
0.2685	2.645729	2.745729	0	0.645729	
0.269	2.64441	2.74441	0	0.6444095	
0.2695	2.643088	2.743088	0	0.6430876	
0.27	2.641763	2.741763	0	0.6417633	
0.2705	2.640437	2.740437	0	0.6404365	
0.271	2.639107	2.739107	0	0.6391072	
0.2715	2.637775	2.737776	0	0.6377755	
0.272	2.636441	2.736441	0	0.6364413	
0.2725	2.635105	2.735105	0	0.6351048	
0.273	2.633766	2.733766	0	0.6337656	
0.2735	2.632424	2.732424	0	0.6324242	
0.274	2.63108	2.73108	0	0.6310802	
0.2745	2.629734	2.729734	0	0.6297337	
0.275	2.628385	2.728385	0	0.6283849	
0.2755	2.627034	2.727034	0	0.6270336	
0.276	2.62568	2.72568	0	0.6256798	
0.2765	2.624324	2.724324	0	0.6243235	
0.277	2.622965	2.722965	0	0.6229649	
0.2775	2.621604	2.721604	0	0.6216037	
0.278	2.62024	2.72024	0	0.6202402	
0.2785	2.618874	2.718874	0	0.6188741	
0.279	2.617506	2.717506	0	0.6175056	
0.2795	2.616135	2.716135	0	0.6161346	
0.28	2.614761	2.714761	0	0.6147613	
0.2805	2.613385	2.713385	0	0.6133854	
0.281	2.612007	2.712007	0	0.6120071	
0.2815	2.610626	2.710626	0	0.6106263	
0.282	2.609243	2.709243	0	0.6092431	
0.2825	2.607857	2.707858	0	0.6078575	
0.283	2.606469	2.706469	0	0.6064693	
0.2835	2.605079	2.705079	0	0.6050788	
0.284	2.603686	2.703686	0	0.6036858	
0.2845	2.60229	2.70229	0	0.6022903	
0.285	2.600892	2.700892	0	0.6008924	
0.2855	2.599492	2.699492	0	0.599492	
0.286	2.598089	2.698089	0	0.5980892	
0.2865	2.596684	2.696684	0	0.5966839	
0.287	2.595276	2.695276	0	0.5952761	
0.2875	2.593866	2.693866	0	0.5938659	
0.288	2.592453	2.692453	0	0.5924533	
0.2885	2.591038	2.691038	0	0.5910382	
0.289	2.589621	2.689621	0	0.5896206	
0.2895	2.588201	2.688201	0	0.5882007	
0.29	2.586778	2.686778	0	0.5867782	
0.2905	2.585353	2.685353	0	0.5853533	
0.291	2.583926	2.683926	0	0.583926	
0.2915	2.582496	2.682496	0	0.5824962	
0.292	2.581064	2.681064	0	0.5810639	
0.2925	2.579629	2.679629	0	0.5796292	
0.293	2.578192	2.678192	0	0.578192	
0.2935	2.576752	2.676753	0	0.5767524	
0.294	2.57531	2.67531	0	0.5753103	
0.2945	2.573866	2.673866	0	0.5738658	
0.295	2.572419	2.672419	0	0.5724189	
0.2955	2.570969	2.670969	0	0.5709694	
0.296	2.569518	2.669518	0	0.5695176	
0.2965	2.568063	2.668063	0	0.5680632	
0.297	2.566606	2.666606	0	0.5666064	
0.2975	2.565147	2.665147	0	0.5651472	
0.298	2.563685	2.663686	0	0.5636855	
0.2985	2.562221	2.662221	0	0.5622213	
0.299	2.560755	2.660755	0	0.5607547	
0.2995	2.559286	2.659286	0	0.5592857	
0.3	2.557814	2.657814	0	0.5578142	
0.3005	2.55634	2.65634	0	0.5563402	
0.301	2.554864	2.654864	0	0.5548639	
0.3015	2.553385	2.653385	0	0.553385	
0.302	2.551904	2.651904	0	0.5519037	
0.3025	2.55042	2.65042	0	0.5504199	
0.303	2.548934	2.648934	0	0.5489337	
0.3035	2.547445	2.647445	0	0.547445	
0.304	2.545954	2.645954	0	0.5459539	
0.3045	2.54446	2.64446	0	0.5444603	
0.305	2.542964	2.642964	0	0.5429643	
0.3055	2.541466	2.641466	0	0.5414658	
0.306	2.539965	2.639965	0	0.5399649	
0.3065	2.538461	2.638462	0	0.5384615	
0.307	2.536956	2.636956	0	0.5369557	
0.3075	2.535447	2.635447	0	0.5354474	
0.308	2.533937	2.633937	0	0.5339367	
0.3085	2.532423	2.632423	0	0.5324234	
0.309	2.530908	2.630908	0	0.5309078	
0.3095	2.52939	2.62939	0	0.5293897	
0.31	2.527869	2.627869	0	0.5278692	
0.3105	2.526346	2.626346	0	0.5263461	
0.311	2.524821	2.624821	0	0.5248207	
0.3115	2.523293	2.623293	0	0.5232928	
0.312	2.521763	2.621763	0	0.5217624	
0.3125	2.52023	2.620229	0	0.5202296	
0.313	2.518694	2.618694	0	0.5186943	
0.3135	2.517157	2.617157	0	0.5171567	
0.314	2.515616	2.615617	0	0.5156165	
0.3145	2.514074	2.614074	0	0.5140738	
0.315	2.512529	2.612529	0	0.5125288	
0.3155	2.510981	2.610981	0	0.5109813	
0.316	2.509431	2.609431	0	0.5094313	
0.3165	2.507879	2.607879	0	0.5078788	
0.317	2.506324	2.606324	0	0.506324	
0.3175	2.504767	2.604767	0	0.5047666	
0.318	2.503207	2.603207	0	0.5032068	
0.3185	2.501645	2.601645	0	0.5016446	
0.319	2.50008	2.60008	0	0.5000799	
0.3195	2.498513	2.598513	0	0.4985127	
0.32	2.496943	2.596943	0	0.4969431	
0.3205	2.495371	2.595371	0	0.4953711	
0.321	2.493797	2.593796	0	0.4937966	
0.3215	2.49222	2.59222	0	0.4922196	
0.322	2.49064	2.59064	0	0.4906402	
0.3225	2.489058	2.589058	0	0.4890583	
0.323	2.487474	2.587474	0	0.487474	
0.3235	2.485887	2.585887	0	0.4858873	
0.324	2.484298	2.584298	0	0.4842981	
0.3245	2.482707	2.582706	0	0.4827064	
0.325	2.481112	2.581112	0	0.4811122	
0.3255	2.479516	2.579516	0	0.4795156	
