Time	S1I1Vm	S1I2Vm	S1F1Vm	S1F2Vm	S1F1Ia	S1I2Ia	S1F2FF	S1F1FF	S2F1	
0.0132	-0.09995652	-0.09999967	-0.06997424	-0.06984206	0	7.728767E-13	0.0007897217	7.728767E-05	0.008530684	
0.0134	-0.09995488	-0.09999965	-0.06997424	-0.06984206	0	7.728767E-13	0.0007897217	7.728767E-05	0.008530684	
0.0136	-0.0999533	-0.09999964	-0.06997424	-0.06984206	0	7.728767E-13	0.0007897217	7.728767E-05	0.008530684	
0.0138	-0.09995179	-0.09999962	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.014	-0.09994906	-0.09999959	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0142	-0.09994643	-0.09999955	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0144	-0.09994391	-0.09999952	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0146	-0.0999415	-0.09999949	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0148	-0.09993917	-0.09999947	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.015	-0.09993693	-0.09999944	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0152	-0.09993479	-0.09999941	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0154	-0.09993272	-0.09999939	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0156	-0.09993074	-0.09999937	-0.06995896	-0.06979001	0	1.231252E-12	0.001049927	0.0001231252	0.0117848	
0.0158	-0.09992883	-0.09999935	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.016	-0.09992555	-0.0999993	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0162	-0.09992239	-0.09999925	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0164	-0.09991935	-0.0999992	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0166	-0.09991644	-0.09999917	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0168	-0.09991363	-0.09999913	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.017	-0.09991094	-0.09999909	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0172	-0.09990836	-0.09999906	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0174	-0.09990587	-0.09999902	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0176	-0.09990348	-0.09999899	-0.06993878	-0.06973101	0	1.836584E-12	0.001344929	0.0001836584	0.01550533	
0.0178	-0.09990118	-0.09999896	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.018	-0.09989735	-0.09999889	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0182	-0.09989366	-0.09999883	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0184	-0.09989011	-0.09999878	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0186	-0.09988671	-0.09999873	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0188	-0.09988344	-0.09999868	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.019	-0.09988029	-0.09999862	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0192	-0.09987728	-0.09999857	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0194	-0.09987438	-0.09999853	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0196	-0.09987159	-0.09999848	-0.0699131	-0.06966519	0	2.606809E-12	0.00167403	0.0002606809	0.01967234	
0.0198	-0.09986891	-0.09999844	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.02	-0.09986454	-0.09999836	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0202	-0.09986033	-0.09999828	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0204	-0.0998563	-0.09999821	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0206	-0.09985242	-0.09999815	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0208	-0.09984869	-0.09999808	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.021	-0.09984511	-0.09999802	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0212	-0.09984167	-0.09999795	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0214	-0.09983836	-0.09999789	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0216	-0.09983519	-0.09999784	-0.06988136	-0.06959269	0	3.559091E-12	0.00203655	0.0003559091	0.02426646	
0.0218	-0.09983214	-0.09999779	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.022	-0.09982724	-0.09999769	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0222	-0.09982254	-0.09999759	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0224	-0.09981802	-0.09999751	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0226	-0.09981368	-0.09999742	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0228	-0.09980951	-0.09999733	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.023	-0.0998055	-0.09999725	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0232	-0.09980165	-0.09999718	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0234	-0.09979795	-0.0999971	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0236	-0.0997944	-0.09999703	-0.06984301	-0.06951363	0	4.709839E-12	0.002431819	0.0004709839	0.02926894	
0.0238	-0.09979098	-0.09999696	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.024	-0.09978558	-0.09999684	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0242	-0.0997804	-0.09999673	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0244	-0.09977542	-0.09999662	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0246	-0.09977064	-0.09999651	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0248	-0.09976604	-0.09999642	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.025	-0.09976162	-0.09999631	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0252	-0.09975738	-0.09999622	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0254	-0.09975331	-0.09999613	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0256	-0.09974938	-0.09999605	-0.06979751	-0.06942816	0	6.074733E-12	0.002859182	0.0006074733	0.03466162	
0.0258	-0.09974562	-0.09999596	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.026	-0.09973975	-0.09999582	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0262	-0.0997341	-0.09999568	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0264	-0.09972867	-0.09999555	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0266	-0.09972347	-0.09999542	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0268	-0.09971846	-0.0999953	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.027	-0.09971365	-0.09999519	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0272	-0.09970902	-0.09999507	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0274	-0.09970458	-0.09999496	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0276	-0.09970032	-0.09999486	-0.06974438	-0.0693364	0	7.668748E-12	0.003317998	0.0007668748	0.04042689	
0.0278	-0.09969621	-0.09999476	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.028	-0.09968987	-0.09999459	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0282	-0.09968378	-0.09999443	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0284	-0.09967794	-0.09999428	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0286	-0.09967231	-0.09999413	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0288	-0.09966691	-0.09999399	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.029	-0.09966172	-0.09999385	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0292	-0.09965673	-0.09999372	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0294	-0.09965194	-0.09999359	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0296	-0.09964734	-0.09999347	-0.06968313	-0.06923847	0	9.506173E-12	0.003807638	0.0009506173	0.04654767	
0.0298	-0.09964292	-0.09999336	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.03	-0.09963613	-0.09999316	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0302	-0.09962962	-0.09999298	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0304	-0.09962335	-0.0999928	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0306	-0.09961733	-0.09999263	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0308	-0.09961155	-0.09999245	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.031	-0.09960599	-0.0999923	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0312	-0.09960067	-0.09999214	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0314	-0.09959553	-0.099992	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0316	-0.09959061	-0.09999186	-0.06961332	-0.0691345	0	1.160063E-11	0.004327486	0.001160063	0.05300746	
0.0318	-0.09958588	-0.09999172	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.032	-0.09957866	-0.0999915	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0322	-0.09957175	-0.09999128	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0324	-0.0995651	-0.09999108	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0326	-0.0995587	-0.09999088	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0328	-0.09955256	-0.0999907	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.033	-0.09954666	-0.09999051	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0332	-0.09954099	-0.09999033	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0334	-0.09953555	-0.09999017	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0336	-0.09953031	-0.09999	-0.0695345	-0.06902461	0	1.396511E-11	0.004876936	0.001396511	0.05979024	
0.0338	-0.09952528	-0.09998985	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.034	-0.09951767	-0.0999896	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0342	-0.09951036	-0.09998935	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0344	-0.09950333	-0.09998912	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0346	-0.09949658	-0.0999889	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0348	-0.0994901	-0.09998868	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.035	-0.09948386	-0.09998848	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0352	-0.09947787	-0.09998828	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0354	-0.09947212	-0.09998809	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0356	-0.0994666	-0.09998791	-0.06944627	-0.06890892	0	1.661197E-11	0.005455397	0.001661197	0.0668805	
0.0358	-0.09946129	-0.09998773	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.036	-0.09945329	-0.09998745	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0362	-0.09944561	-0.09998717	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0364	-0.09943824	-0.09998691	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0366	-0.09943113	-0.09998666	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0368	-0.09942432	-0.09998641	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.037	-0.09941778	-0.09998617	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0372	-0.0994115	-0.09998596	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0374	-0.09940545	-0.09998574	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0376	-0.09939964	-0.09998553	-0.06934823	-0.06878754	0	1.955297E-11	0.00606229	0.001955297	0.07426324	
0.0378	-0.09939407	-0.09998534	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.038	-0.0993857	-0.09998502	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0382	-0.09937767	-0.09998471	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0384	-0.09936995	-0.09998441	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0386	-0.09936254	-0.09998413	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0388	-0.09935541	-0.09998386	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.039	-0.09934856	-0.0999836	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0392	-0.09934198	-0.09998334	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0394	-0.09933566	-0.0999831	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0396	-0.09932958	-0.09998287	-0.06924003	-0.06866059	0	2.279928E-11	0.006697043	0.002279928	0.08192391	
0.0398	-0.09932374	-0.09998265	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.04	-0.09931503	-0.0999823	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0402	-0.09930667	-0.09998196	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0404	-0.09929862	-0.09998163	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0406	-0.09929089	-0.09998132	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0408	-0.09928347	-0.09998102	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.041	-0.09927633	-0.09998073	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0412	-0.09926949	-0.09998045	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0414	-0.0992629	-0.09998018	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0416	-0.09925658	-0.09997993	-0.06912129	-0.06852818	0	2.636152E-11	0.007359102	0.002636152	0.08984845	
0.0418	-0.0992505	-0.09997968	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.042	-0.09924145	-0.0999793	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0422	-0.09923276	-0.09997892	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0424	-0.0992244	-0.09997856	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0426	-0.09921638	-0.09997822	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0428	-0.09920867	-0.09997788	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.043	-0.09920126	-0.09997756	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0432	-0.09919415	-0.09997725	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0434	-0.09918731	-0.09997696	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0436	-0.09918074	-0.09997667	-0.06899168	-0.06839041	0	3.024975E-11	0.008047921	0.003024975	0.09802324	
0.0438	-0.09917443	-0.09997641	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.044	-0.09916507	-0.09997597	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.0442	-0.09915607	-0.09997556	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.0444	-0.09914743	-0.09997517	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.0446	-0.09913913	-0.09997478	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.0448	-0.09913115	-0.09997442	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.045	-0.09912349	-0.09997407	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.0452	-0.09911612	-0.09997373	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
0.0454	-0.09910904	-0.09997341	-0.06885088	-0.06824741	0	3.447351E-11	0.008762962	0.003447351	0.1064351	
